"Date","Price","Open","High","Low","Vol.","Change %"
"11/14/2018","367.00","368.40","370.80","363.20","58.46K","0.11%"
"11/15/2018","355.20","366.60","370.00","355.20","21.82K","-3.22%"
"11/16/2018","346.00","359.60","361.80","340.00","109.81K","-2.59%"
"11/19/2018","351.80","344.80","352.60","342.60","33.44K","1.68%"
"11/20/2018","341.80","346.00","355.40","341.80","28.97K","-2.84%"
"11/21/2018","353.60","347.00","363.00","344.20","48.26K","3.45%"
"11/22/2018","355.80","353.20","363.00","351.20","40.24K","0.62%"
"11/23/2018","351.80","351.60","356.00","349.60","22.48K","-1.12%"
"11/26/2018","351.00","353.00","356.00","345.40","31.52K","-0.23%"
"11/27/2018","350.80","350.60","351.20","346.60","35.85K","-0.06%"
"11/28/2018","352.20","350.00","354.80","350.00","52.13K","0.40%"
"11/29/2018","367.00","354.80","367.00","353.00","72.53K","4.20%"
"11/30/2018","355.80","364.00","367.00","354.80","105.27K","-3.05%"
"12/03/2018","361.80","365.00","365.00","356.00","47.43K","1.69%"
"12/04/2018","364.80","361.60","364.80","355.00","73.32K","0.83%"
"12/05/2018","367.20","357.80","372.00","355.60","50.16K","0.66%"
"12/06/2018","353.00","363.40","367.00","353.00","70.32K","-3.87%"
"12/07/2018","347.00","357.80","358.00","346.80","51.75K","-1.70%"
"12/10/2018","343.60","342.60","350.80","342.60","22.52K","-0.98%"
"12/11/2018","346.20","346.00","356.20","346.00","30.50K","0.76%"
"12/12/2018","357.80","350.00","357.80","342.00","46.38K","3.35%"
"12/13/2018","358.40","356.80","361.80","352.80","44.16K","0.17%"
"12/14/2018","362.20","355.40","363.60","351.40","35.87K","1.06%"
"12/17/2018","363.00","362.20","366.00","361.20","40.28K","0.22%"
"12/18/2018","370.00","359.20","371.00","359.20","76.63K","1.93%"
"12/19/2018","373.00","370.60","374.60","366.20","48.97K","0.81%"
"12/20/2018","371.20","365.40","372.60","364.20","41.48K","-0.48%"
"12/21/2018","365.00","368.00","371.80","358.20","164.33K","-1.67%"
"12/27/2018","352.60","365.00","367.80","352.20","37.51K","-3.40%"
